"","id","t","res","obs","culls","scares","tend_crops","cull_cost","scare_cost","yield"
"1",1,1,987,975.057,0,0,750,44,48,9512.12
"2",1,2,982,997.732,0,0,750,51,48,9518.25
"3",1,3,998,952.381,0,0,750,72,27,9520.12
"4",1,4,1016,929.705,0,0,750,82,38,9514
"5",1,5,1021,1224.49,111,0,639,10,10,9514
"6",1,6,1077,1133.79,136,0,614,10,10,NA
"7",1,7,975,1111.11,160,0,590,10,10,NA
"8",1,8,855,997.732,111,0,639,10,10,NA
"9",1,9,774,861.678,NA,NA,NA,NA,NA,NA
"10",2,1,993,793.651,0,6,1628,59,32,9512.12
"11",2,2,1013,997.732,0,157,1298,87,22,9516.5
"12",2,3,1052,861.678,0,1483,15,98,11,9504.81
"13",2,4,1084,1065.76,0,210,1230,100,20,9484
"14",2,5,1157,1247.17,24,1601,1,20,10,9484
"15",2,6,1266,1224.49,18,1614,0,20,10,NA
"16",2,7,1180,1496.6,10,1627,1,20,10,NA
"17",2,8,1156,1156.46,10,1627,1,20,10,NA
"18",2,9,1129,861.678,6,1638,0,20,10,NA
"19",2,10,1168,997.732,10,1627,1,20,10,NA
"20",2,11,1203,1224.49,10,1627,1,20,10,NA
"21",2,12,1216,1156.46,297,1204,0,15,10,NA
"22",2,13,923,748.299,248,1278,0,15,10,NA
"23",2,14,737,612.245,294,1209,0,15,10,NA
"24",2,15,486,702.948,248,1278,0,15,10,NA
"25",2,16,272,204.082,NA,NA,NA,10,10,NA
"26",3,1,1030,861.678,1,56,431,54,29,9511.25
"27",3,2,1075,1337.87,0,252,20,77,23,9498.25
"28",3,3,1105,861.678,0,220,72,88,24,9479.12
"29",3,4,1148,1247.17,0,300,0,93,20,9463.38
"30",3,5,1259,1541.95,597,3,0,10,10,9463.38
"31",3,6,784,793.651,400,0,0,15,10,NA
"32",3,7,418,453.515,1,595,2,25,10,NA
"33",3,8,445,317.46,0,599,1,40,10,NA
"34",3,9,485,453.515,0,599,1,40,10,NA
"35",3,10,541,408.163,0,600,0,40,10,NA
"36",3,11,579,476.19,0,599,1,40,10,NA
"37",3,12,646,453.515,0,600,0,40,10,NA
"38",3,13,716,544.218,0,600,0,40,10,NA
"39",3,14,784,453.515,0,600,0,40,10,NA
"40",3,15,863,702.948,0,600,0,40,10,NA
"41",3,16,957,748.299,0,599,1,40,10,NA
"42",3,17,1084,702.948,0,600,0,40,10,NA
"43",3,18,1214,1065.76,0,600,0,40,10,NA
"44",3,19,1371,1269.84,0,600,0,40,10,NA
"45",3,20,1517,1496.6,0,600,0,40,10,NA
"46",3,21,1620,1564.63,400,0,0,15,10,NA
"47",3,22,1374,1473.92,400,0,0,15,10,NA
"48",3,23,1098,1111.11,400,0,0,15,10,NA
"49",3,24,774,748.299,400,0,0,15,10,NA
"50",3,25,422,340.136,61,478,0,20,10,NA
"51",3,26,379,340.136,30,540,0,20,10,NA
"52",3,27,389,294.785,56,488,0,20,10,NA
"53",3,28,368,476.19,40,520,0,20,10,NA
"54",3,29,348,453.515,40,520,0,20,10,NA
"55",3,30,317,272.109,59,482,0,20,10,NA
"56",3,31,279,136.054,4,587,0,25,10,NA
"57",3,32,319,226.757,0,596,1,25,10,NA
"58",3,33,349,181.406,8,580,0,25,10,NA
"59",3,34,370,272.109,0,596,1,25,10,NA
"60",3,35,414,498.866,5,585,0,25,10,NA
"61",3,36,444,430.839,1,595,2,25,10,NA
"62",3,37,487,476.19,0,596,1,25,10,NA
"63",3,38,525,385.488,0,596,1,25,10,NA
"64",3,39,567,408.163,11,572,0,25,10,NA
"65",3,40,610,476.19,1,595,2,25,10,NA
"66",3,41,649,725.624,1,595,2,25,10,NA
"67",3,42,723,702.948,5,587,0,25,10,NA
"68",3,43,783,839.002,11,572,0,25,10,NA
"69",3,44,866,816.327,11,572,0,25,10,NA
"70",3,45,913,1065.76,5,587,0,25,10,NA
"71",3,46,996,1201.81,577,23,0,10,10,NA
"72",3,47,461,521.542,400,0,0,15,10,NA
"73",3,48,69,45.351,NA,NA,NA,15,10,NA
"74",4,1,1146,929.705,0,0,1649,41,51,9514.62
"75",4,2,1333,1247.17,0,0,1650,60,49,9441.88
"76",4,3,1525,1179.14,0,0,1650,62,45,9356.25
"77",4,4,1780,1700.68,0,0,1650,73,32,9269.38
"78",4,5,2153,2154.2,NA,NA,NA,NA,NA,9269.38
"79",5,1,1067,1043.08,0,0,1800,46,29,9513.19
"80",5,2,1181,1065.76,0,0,1800,68,29,9482.81
"81",5,3,1397,1156.46,0,41,1737,86,14,9426.38
"82",5,4,1569,1315.19,0,36,1742,103,15,9332
"83",5,5,1692,1405.9,1696,0,104,10,10,9332
"84",5,6,68,68.027,NA,NA,NA,10,10,NA
"85",6,1,1162,997.732,390,0,0,23,39,9512.88
"86",6,2,899,1043.08,0,896,4,110,10,9434.75
"87",6,3,1057,839.002,0,896,4,110,10,9559.25
"88",6,4,1238,1156.46,0,888,12,110,10,9486.5
"89",6,5,1480,1224.49,888,12,0,10,10,9486.5
"90",6,6,786,793.651,NA,NA,NA,10,10,NA
"91",7,1,1052,929.705,0,0,750,54,42,9512
"92",7,2,1140,1133.79,0,0,750,76,39,9484.62
"93",7,3,1293,1247.17,0,0,750,92,26,9447.75
"94",7,4,1464,1428.57,0,32,717,108,10,9374
"95",7,5,1689,1541.95,680,0,70,10,10,9374
"96",7,6,1283,1065.76,680,0,70,10,10,NA
"97",7,7,697,498.866,0,51,699,20,10,NA
"98",7,8,821,702.948,0,44,706,20,10,NA
"99",7,9,959,952.381,0,44,706,20,10,NA
"100",7,10,1160,1201.81,680,0,70,10,10,NA
"101",7,11,572,634.921,NA,NA,NA,10,10,NA
"102",8,1,1199,1315.19,0,0,750,55,38,9510.19
"103",8,2,1443,1609.98,0,0,750,68,35,9417.62
"104",8,3,1775,1972.79,0,0,750,91,29,9303
"105",8,4,2236,2562.36,691,0,59,10,71,9153.25
"106",8,5,1981,2312.93,712,4,34,10,10,9153.25
"107",8,6,1724,1519.27,722,0,28,10,10,NA
"108",8,7,1271,1428.57,723,0,27,10,10,NA
"109",8,8,713,634.921,724,0,26,10,10,NA
"110",8,9,43,68.027,NA,NA,NA,10,10,NA
"111",9,1,1054,1020.41,0,0,1500,42,46,9510
"112",9,2,1155,884.354,0,0,1500,61,35,9484.5
"113",9,3,1314,1337.87,0,3,1488,77,33,9441.12
"114",9,4,1500,1632.65,0,1,1497,89,20,9365.81
"115",9,5,1736,1723.36,NA,NA,NA,NA,NA,9365.81
"116",10,1,972,1020.41,98,0,1214,44,46,9513.12
"117",10,2,864,793.651,0,1639,11,110,10,9528.62
"118",10,3,827,748.299,0,1023,11,93,16,9579.25
"119",10,4,814,839.002,0,1023,11,97,16,9598.38
"120",10,5,795,748.299,NA,NA,NA,NA,NA,9598.38
"121",11,1,1061,997.732,0,0,1050,49,39,9515.31
"122",11,2,1159,1043.08,0,0,1050,72,40,9484.62
"123",11,3,1287,1133.79,0,140,910,91,10,9435.88
"124",11,4,1442,1496.6,0,8,1032,95,20,9380.34
"125",11,5,1668,1882.09,NA,NA,NA,NA,NA,9380.34
"126",12,1,993,816.327,1,0,1795,36,57,9511.75
"127",12,2,963,1020.41,0,157,1643,91,10,9513.62
"128",12,3,917,861.678,0,10,1771,98,22,9528.38
"129",12,4,891,997.732,0,109,1691,104,10,9554
"130",12,5,875,748.299,0,111,1689,25,10,9554
"131",13,1,1060,952.381,0,0,1800,42,39,9513.88
"132",13,2,1155,1609.98,0,0,1800,59,51,9486
"133",13,3,1288,1428.57,0,0,1800,80,34,9439.62
"134",13,4,1516,1632.65,0,5,1788,92,17,9376.5
"135",13,5,1783,2199.55,1507,0,293,10,10,9376.5
"136",13,6,339,408.163,0,116,1684,25,10,NA
"137",13,7,409,612.245,NA,NA,NA,NA,NA,NA
"138",12,6,1006,839.002,0,111,1689,25,10,NA
"139",12,7,985,975.057,0,170,1630,25,10,NA
"140",12,8,963,929.705,0,89,1711,25,10,NA
"141",12,9,954,589.569,0,111,1689,25,10,NA
"142",12,10,996,907.029,0,155,1645,25,10,NA
"143",12,11,1034,1179.14,0,118,1682,25,10,NA
"144",12,12,1097,1201.81,NA,NA,NA,NA,NA,NA
"145",14,1,1074,1043.08,1,0,746,35,45,9513.5
"146",14,2,1193,1360.54,0,2,742,73,28,9475.25
"147",14,3,1373,1405.9,0,14,724,98,18,9418.38
"148",14,4,1614,1836.73,0,44,706,104,10,9336.75
"149",14,5,1875,2199.55,NA,NA,NA,NA,NA,9336.75
"150",15,1,1132,1111.11,2,0,1640,46,38,9512.62
"151",15,2,1292,1065.76,0,21,1602,89,21,9450
"152",15,3,1558,1564.63,0,138,1454,97,14,9375.56
"153",15,4,1892,1746.03,0,1559,91,97,10,9245
"154",15,5,2350,2380.95,1577,54,19,10,10,9245
"155",15,6,1018,1088.44,NA,NA,NA,10,10,NA
"156",16,1,1027,997.732,1,0,896,40,45,9511.38
"157",16,2,1113,997.732,0,0,900,91,25,9499.88
"158",16,3,1281,997.732,0,90,810,106,10,9457
"159",16,4,1479,1700.68,0,124,776,110,10,9378.5
"160",16,5,1797,1655.33,0,12,876,70,20,9378.5
"161",16,6,2249,2426.3,0,0,900,50,25,NA
"162",16,7,2714,2494.33,0,0,900,50,25,NA
"163",16,8,3207,3151.93,0,0,900,35,25,NA
"164",16,9,3777,4126.98,849,0,51,10,60,NA
"165",16,10,3583,3900.23,872,0,28,10,60,NA
"166",16,11,3252,3446.71,850,0,50,10,60,NA
"167",16,12,2894,2653.06,0,0,899,50,60,NA
"168",16,13,3443,3401.36,0,0,900,40,35,NA
"169",16,14,4127,3764.17,2,0,894,30,35,NA
"170",16,15,4910,4988.66,0,107,793,30,10,NA
"171",16,16,5740,5192.74,232,0,552,15,10,NA
"172",16,17,5808,6122.45,854,0,46,10,100,NA
"173",16,18,5256,5102.04,822,0,78,10,100,NA
"174",16,19,5002,4489.8,822,0,78,10,100,NA
"175",16,20,4953,4512.47,854,0,46,10,100,NA
"176",16,21,4874,4058.96,840,0,60,10,100,NA
"177",16,22,4875,4784.58,816,0,84,10,100,NA
"178",16,23,4811,3832.2,858,0,42,10,100,NA
"179",16,24,4629,4126.98,830,0,70,10,100,NA
"180",16,25,4522,3718.82,816,0,84,10,100,NA
"181",16,26,4452,4603.17,816,0,84,10,100,NA
"182",16,27,4363,4126.98,852,0,48,10,100,NA
"183",16,28,4214,3718.82,852,0,48,10,100,NA
"184",16,29,4052,3696.15,887,0,13,10,100,NA
"185",16,30,3779,3628.12,887,0,13,10,100,NA
"186",16,31,3444,3174.6,872,0,28,10,55,NA
"187",16,32,3116,2789.12,861,0,39,10,20,NA
"188",16,33,2737,2312.93,0,0,900,35,20,NA
"189",16,34,3278,2607.71,0,0,900,35,20,NA
"190",16,35,3893,3560.09,2,0,894,25,20,NA
"191",16,36,4628,4535.15,184,0,624,15,20,NA
"192",16,37,5338,5328.8,875,0,25,10,20,NA
"193",16,38,4987,5238.1,864,0,36,10,20,NA
"194",16,39,4875,4829.93,891,0,9,10,20,NA
"195",16,40,4730,4716.55,864,0,36,10,20,NA
"196",16,41,4701,5056.69,860,0,40,10,20,NA
"197",16,42,4713,4172.34,786,0,114,10,20,NA
"198",16,43,4689,4149.66,875,0,25,10,20,NA
"199",16,44,4649,4104.31,875,0,25,10,20,NA
"200",16,45,4519,4036.28,841,0,59,10,20,NA
"201",16,46,4375,4081.63,890,0,10,10,20,NA
"202",16,47,4237,4217.69,875,0,25,10,20,NA
"203",16,48,3986,3741.5,875,0,25,10,20,NA
"204",16,49,3781,3832.2,786,0,114,10,20,NA
"205",16,50,3579,3469.39,879,0,21,10,20,NA
"206",16,51,3216,2607.71,875,0,25,10,20,NA
"207",16,52,2809,2517.01,212,0,582,15,20,NA
"208",16,53,3148,3151.93,184,0,624,15,20,NA
"209",16,54,3534,3424.04,208,0,588,15,20,NA
"210",16,55,4112,4285.71,835,0,65,10,20,NA
"211",16,56,3905,3537.42,202,0,597,15,20,NA
"212",16,57,4495,4285.71,861,0,39,10,20,NA
"213",16,58,4348,4240.36,835,0,65,10,20,NA
"214",16,59,4206,4172.34,860,0,40,10,20,NA
"215",16,60,3995,3809.52,864,0,36,10,20,NA
"216",16,61,3721,3900.23,864,0,36,10,20,NA
"217",16,62,3411,3718.82,890,0,10,10,20,NA
"218",16,63,3028,2698.41,875,0,25,10,20,NA
"219",16,64,2604,2585.03,NA,NA,NA,NA,NA,NA
"220",17,1,940,1065.76,0,1,1195,48,28,9510.12
"221",17,2,892,793.651,0,0,1200,68,45,9542.25
"222",17,3,849,839.002,0,30,1141,82,19,9562.75
"223",17,4,843,861.678,0,187,955,94,13,9582.38
"224",17,5,829,952.381,0,9,1182,30,20,9582.38
"225",17,6,927,1133.79,19,0,1162,20,20,NA
"226",17,7,897,929.705,19,0,1162,20,20,NA
"227",17,8,908,793.651,13,0,1174,20,20,NA
"228",17,9,897,1133.79,15,0,1169,20,20,NA
"229",17,10,889,839.002,17,0,1165,20,20,NA
"230",17,11,915,770.975,19,0,1162,20,20,NA
"231",17,12,937,952.381,21,0,1157,20,20,NA
"232",18,1,1156,1337.87,148,0,8,40,46,9508.75
"233",18,2,1158,1360.54,0,594,5,110,10,9435
"234",18,3,1371,1337.87,0,17,539,85,35,9439.62
"235",18,4,1662,1587.3,0,68,430,92,25,9340.75
"236",18,5,2092,2403.63,0,1,595,70,50,9340.75
"237",18,6,2766,2517.01,3,1,571,70,50,NA
"238",18,7,3444,3333.33,3,0,576,70,50,NA
"239",18,8,3759,3514.74,8,0,542,70,50,NA
"240",18,9,3861,4058.96,1,0,593,70,50,NA
"241",18,10,3973,3605.44,4,0,572,70,50,NA
"242",18,11,4019,4036.28,0,21,536,90,30,NA
"243",18,12,4077,4104.31,0,400,0,105,15,NA
"244",18,13,4122,4081.63,0,400,0,105,15,NA
"245",18,14,4112,4058.96,0,400,0,105,15,NA
"246",18,15,4116,4104.31,0,400,0,105,15,NA
"247",18,16,4216,4263.04,0,400,0,105,15,NA
"248",18,17,4186,3968.25,0,400,0,105,15,NA
"249",18,18,4125,3922.9,0,400,0,105,15,NA
"250",18,19,4229,4013.6,0,400,0,105,15,NA
"251",18,20,4196,4149.66,0,597,3,110,10,NA
"252",18,21,4134,3673.47,0,592,8,110,10,NA
"253",18,22,4102,4263.04,0,592,8,110,10,NA
"254",18,23,4200,3877.55,0,596,4,110,10,NA
"255",18,24,3982,4331.07,0,597,3,110,10,NA
"256",18,25,4121,4648.53,0,577,23,110,10,NA
"257",18,26,4172,4399.09,0,582,18,110,10,NA
"258",18,27,4049,4263.04,0,592,8,110,10,NA
"259",18,28,4036,4013.6,0,577,23,110,10,NA
"260",18,29,4152,4648.53,0,600,0,110,10,NA
"261",18,30,4118,3492.06,0,598,2,110,10,NA
"262",18,31,4047,4308.39,0,592,8,110,10,NA
"263",18,32,4005,3945.58,0,582,18,110,10,NA
"264",18,33,4009,4081.63,0,597,3,110,10,NA
"265",18,34,4043,4149.66,0,600,0,110,10,NA
"266",18,35,3898,3514.74,0,598,2,110,10,NA
"267",18,36,4053,4195.01,0,597,3,110,10,NA
"268",18,37,4102,3990.93,0,596,4,110,10,NA
"269",18,38,4109,4693.88,0,597,3,110,10,NA
"270",18,39,4130,3741.5,0,600,0,110,10,NA
"271",18,40,4168,4149.66,0,600,0,110,10,NA
"272",18,41,4162,4036.28,0,597,3,110,10,NA
"273",18,42,4157,4353.74,0,600,0,110,10,NA
"274",18,43,4137,4444.44,599,0,1,10,110,NA
"275",18,44,3579,3764.17,600,0,0,10,110,NA
"276",18,45,3220,3310.66,590,0,10,10,110,NA
"277",18,46,3046,3038.55,599,0,0,10,110,NA
"278",18,47,2936,2970.52,600,0,0,10,110,NA
"279",18,48,2837,2970.52,600,0,0,10,110,NA
"280",18,49,2802,2947.85,600,0,0,10,110,NA
"281",18,50,2802,3129.25,600,0,0,10,110,NA
"282",18,51,2788,2834.47,599,0,1,10,110,NA
"283",18,52,2801,3038.55,579,0,21,10,110,NA
"284",18,53,2802,3061.22,600,0,0,10,110,NA
"285",18,54,2786,3038.55,600,0,0,10,110,NA
"286",18,55,2745,2562.36,600,0,0,10,110,NA
"287",18,56,2671,2925.17,597,0,3,10,110,NA
"288",18,57,2638,2743.76,600,0,0,10,110,NA
"289",18,58,2505,2517.01,600,0,0,10,110,NA
"290",18,59,2398,2448.98,597,0,3,10,110,NA
"291",18,60,2293,2244.9,600,0,0,10,110,NA
"292",18,61,2119,1723.36,600,0,0,10,110,NA
"293",18,62,1922,1451.25,585,0,15,10,110,NA
"294",18,63,1665,1746.03,20,0,466,65,55,NA
"295",18,64,2031,1768.71,20,0,467,65,55,NA
"296",18,65,2471,2040.82,16,0,492,65,55,NA
"297",18,66,3112,3015.87,12,0,521,65,55,NA
"298",18,67,3606,3628.12,16,0,493,65,55,NA
"299",18,68,3773,3877.55,13,0,512,65,55,NA
"300",18,69,3924,3514.74,16,0,491,65,55,NA
"301",18,70,3944,3650.79,20,0,467,65,55,NA
"302",18,71,3946,3242.63,7,0,554,65,55,NA
"303",18,72,4032,3990.93,400,0,0,15,105,NA
"304",18,73,3723,3764.17,400,0,0,15,105,NA
"305",18,74,3603,3106.58,400,0,0,15,105,NA
"306",18,75,3496,3310.66,400,0,0,15,105,NA
"307",18,76,3478,3537.42,400,0,0,15,105,NA
"308",18,77,3368,3242.63,400,0,0,15,105,NA
"309",17,13,935,975.057,25,0,1147,20,20,NA
"310",18,78,3325,3151.93,400,0,0,15,105,NA
"311",18,79,3374,3741.5,600,0,0,10,110,NA
"312",17,14,907,1020.41,22,0,1155,20,20,NA
"313",17,15,905,861.678,22,0,1155,20,20,NA
"314",17,16,905,1020.41,39,0,1120,20,20,NA
"315",17,17,885,1111.11,16,2,1162,20,20,NA
"316",17,18,872,1065.76,29,0,1141,20,20,NA
"317",17,19,862,1043.08,22,0,1155,20,20,NA
"318",17,20,861,589.569,9,0,1182,20,20,NA
"319",18,80,3186,3310.66,600,0,0,10,110,NA
"320",18,81,2974,3242.63,600,0,0,10,110,NA
"321",18,82,2823,2607.71,579,0,21,10,110,NA
"322",17,21,893,839.002,22,0,1155,20,20,NA
"323",18,83,2846,2811.79,600,0,0,10,110,NA
"324",18,84,2755,2902.49,600,0,0,10,110,NA
"325",18,85,2680,2358.28,599,0,1,10,110,NA
"326",18,86,2566,2086.17,597,0,3,10,110,NA
"327",18,87,2447,2517.01,600,0,0,10,110,NA
"328",17,22,920,884.354,19,0,1161,20,20,NA
"329",17,23,916,839.002,22,0,1155,20,20,NA
"330",18,88,2396,2040.82,600,0,0,10,110,NA
"331",18,89,2249,2471.66,597,0,3,10,110,NA
"332",18,90,2093,1995.46,600,0,0,10,110,NA
"333",17,24,910,907.029,22,0,1155,20,20,NA
"334",17,25,919,975.057,9,0,1182,20,20,NA
"335",17,26,926,1043.08,22,0,1155,20,20,NA
"336",17,27,940,1224.49,9,0,1182,20,20,NA
"337",18,91,1905,1904.76,592,0,8,10,110,NA
"338",18,92,1660,1746.03,600,0,0,10,110,NA
"339",18,93,1322,1269.84,148,0,8,40,80,NA
"340",17,28,947,1224.49,9,0,1182,20,20,NA
"341",17,29,960,1292.52,204,0,894,15,20,NA
"342",17,30,778,748.299,252,0,822,15,20,NA
"343",18,94,1435,1269.84,148,0,8,40,80,NA
"344",17,31,530,657.596,19,0,1161,20,20,NA
"345",18,95,1648,1904.76,148,0,8,40,80,NA
"346",18,96,1864,1814.06,148,0,8,40,80,NA
"347",17,32,513,657.596,9,0,1182,20,20,NA
"348",17,33,502,476.19,0,0,1200,30,20,NA
"349",18,97,2106,2063.49,148,0,8,40,80,NA
"350",18,98,2470,2290.25,148,0,8,40,80,NA
"351",18,99,2899,2766.44,148,0,8,40,80,NA
"352",18,100,3292,3401.36,148,0,8,40,80,NA
"353",18,101,3526,3605.44,148,0,8,40,80,NA
"354",18,102,3595,3809.52,240,0,0,25,95,NA
"355",17,34,516,498.866,1,1,1195,30,20,NA
"356",17,35,525,702.948,37,0,1126,20,20,NA
"357",18,103,3568,3900.23,240,0,0,25,95,NA
"358",17,36,491,657.596,0,0,1200,25,20,NA
"359",18,104,3534,3424.04,240,0,0,25,95,NA
"360",18,105,3655,3514.74,240,0,0,25,95,NA
"361",18,106,3599,3718.82,240,0,0,25,95,NA
"362",18,107,3675,3537.42,240,0,0,25,95,NA
"363",18,108,3672,3900.23,240,0,0,25,95,NA
"364",18,109,3719,3786.85,240,0,0,25,95,NA
"365",18,110,3764,3537.42,240,0,0,25,95,NA
"366",17,37,483,272.109,0,4,1192,45,20,NA
"367",18,111,3764,3945.58,240,0,0,25,95,NA
"368",18,112,3775,4149.66,240,0,0,25,95,NA
"369",18,113,3757,3922.9,240,0,0,25,95,NA
"370",18,114,3643,3446.71,240,0,0,25,95,NA
"371",18,115,3627,3219.96,240,0,0,25,95,NA
"372",18,116,3693,3582.77,240,0,0,25,95,NA
"373",18,117,3669,3605.44,240,0,0,25,95,NA
"374",18,118,3611,3582.77,240,0,0,25,95,NA
"375",18,119,3573,3628.12,240,0,0,25,95,NA
"376",18,120,3623,3333.33,240,0,0,25,95,NA
"377",17,38,485,385.488,0,4,1192,45,20,NA
"378",18,121,3625,3424.04,240,0,0,25,95,NA
"379",18,122,3605,3968.25,240,0,0,25,95,NA
"380",17,39,494,544.218,0,16,1168,45,20,NA
"381",17,40,519,702.948,0,4,1192,45,20,NA
"382",18,123,3519,3628.12,240,0,0,25,95,NA
"383",18,124,3613,3854.88,240,0,0,25,95,NA
"384",18,125,3585,4126.98,240,0,0,25,95,NA
"385",18,126,3568,3469.39,240,0,0,25,95,NA
"386",18,127,3680,3718.82,240,0,0,25,95,NA
"387",18,128,3664,3151.93,240,0,0,25,95,NA
"388",18,129,3772,3900.23,240,0,0,25,95,NA
"389",18,130,3749,3809.52,240,0,0,25,95,NA
"390",18,131,3754,3514.74,240,0,0,25,95,NA
"391",18,132,3731,3854.88,240,0,0,25,95,NA
"392",18,133,3741,3333.33,400,0,0,15,95,NA
"393",17,41,549,544.218,0,4,1192,45,20,NA
"394",18,134,3551,3469.39,400,0,0,15,105,NA
"395",17,42,550,498.866,0,4,1192,45,20,NA
"396",17,43,563,612.245,0,4,1192,45,20,NA
"397",17,44,594,544.218,0,4,1192,45,20,NA
"398",18,135,3385,2970.52,400,0,0,15,105,NA
"399",18,136,3372,3378.69,400,0,0,15,105,NA
"400",18,137,3418,3854.88,400,0,0,15,105,NA
"401",18,138,3301,3197.28,NA,NA,NA,NA,NA,NA
"402",17,45,607,544.218,0,7,1186,50,20,NA
"403",17,46,632,566.893,0,6,1187,50,20,NA
"404",17,47,656,793.651,0,11,1178,50,20,NA
"405",17,48,650,748.299,0,19,1162,50,20,NA
"406",17,49,663,589.569,0,4,1192,50,20,NA
"407",17,50,668,589.569,0,34,1131,50,20,NA
"408",17,51,681,680.272,0,6,1187,50,20,NA
"409",17,52,717,725.624,0,14,1172,50,20,NA
"410",17,53,737,952.381,0,0,1200,40,20,NA
"411",17,54,759,839.002,0,0,1200,40,20,NA
"412",17,55,777,839.002,0,0,1200,40,20,NA
"413",17,56,783,793.651,0,0,1200,40,20,NA
"414",17,57,783,770.975,0,2,1194,40,20,NA
"415",17,58,807,1020.41,0,3,1194,40,20,NA
"416",17,59,815,725.624,0,0,1200,40,20,NA
"417",17,60,827,975.057,0,12,1176,40,20,NA
"418",17,61,860,1065.76,0,12,1176,40,20,NA
"419",17,62,869,770.975,0,17,1165,40,20,NA
"420",17,63,897,748.299,0,0,1200,40,20,NA
"421",17,64,895,793.651,0,4,1192,40,20,NA
"422",17,65,929,725.624,0,0,1200,40,20,NA
"423",17,66,950,907.029,0,3,1194,40,20,NA
"424",17,67,931,839.002,0,0,1200,40,20,NA
"425",17,68,947,1065.76,0,14,1172,40,20,NA
"426",17,69,974,770.975,0,0,1200,40,20,NA
"427",17,70,987,1043.08,0,3,1194,40,20,NA
"428",17,71,976,839.002,0,0,1200,40,20,NA
"429",17,72,988,997.732,0,2,1194,40,20,NA
"430",17,73,992,975.057,0,1,1198,40,20,NA
"431",17,74,1007,1269.84,0,0,1200,40,20,NA
"432",17,75,1021,1043.08,1,0,1197,30,20,NA
"433",17,76,1021,1156.46,22,0,1155,20,20,NA
"434",17,77,1035,839.002,0,0,1200,25,20,NA
"435",17,78,1037,952.381,0,0,1200,25,20,NA
"436",17,79,1063,1156.46,22,0,1155,20,20,NA
"437",17,80,1054,1043.08,25,0,1147,20,20,NA
"438",17,81,1027,1133.79,22,0,1155,20,20,NA
"439",17,82,1030,975.057,26,0,1147,20,20,NA
"440",17,83,994,884.354,9,0,1182,20,20,NA
"441",17,84,993,839.002,29,0,1141,20,20,NA
"442",17,85,990,748.299,29,0,1141,20,20,NA
"443",17,86,962,748.299,25,0,1147,20,20,NA
"444",17,87,922,929.705,22,0,1155,20,20,NA
"445",17,88,929,816.327,16,2,1162,20,20,NA
"446",17,89,959,952.381,27,1,1143,20,20,NA
"447",17,90,955,1043.08,22,0,1155,20,20,NA
"448",17,91,954,929.705,9,0,1182,20,20,NA
"449",17,92,972,997.732,22,0,1155,20,20,NA
"450",17,93,992,884.354,39,0,1120,20,20,NA
"451",17,94,965,680.272,14,0,1172,20,20,NA
"452",17,95,971,929.705,27,1,1143,20,20,NA
"453",17,96,977,884.354,22,0,1155,20,20,NA
"454",17,97,994,680.272,22,0,1155,20,20,NA
"455",17,98,997,952.381,22,0,1155,20,20,NA
"456",17,99,1002,1065.76,59,0,1081,20,20,NA
"457",17,100,967,975.057,NA,NA,NA,NA,NA,NA
"458",19,1,1158,1269.84,0,17,860,63,22,9514.62
"459",19,2,1354,1587.3,0,2,894,84,25,9434
"460",19,3,1599,1564.63,0,44,819,92,18,9345.5
"461",19,4,1949,2267.57,879,0,21,10,60,9232.38
"462",19,5,1292,1451.25,0,810,90,110,10,9232.38
"463",19,6,1665,1882.09,0,810,90,110,10,NA
"464",19,7,1971,1927.44,0,810,90,110,10,NA
"465",19,8,2367,2358.28,0,804,96,110,10,NA
"466",19,9,2918,2947.85,0,810,90,110,10,NA
"467",19,10,3563,3809.52,0,751,149,110,10,NA
"468",19,11,4392,4467.12,0,792,108,110,10,NA
"469",19,12,5194,5487.53,0,810,90,110,10,NA
"470",19,13,5548,6054.42,0,791,109,110,10,NA
"471",19,14,5590,5691.61,0,816,84,110,10,NA
"472",19,15,5700,5804.99,0,751,149,110,10,NA
"473",19,16,5719,5532.88,0,801,99,110,10,NA
"474",19,17,5709,5487.53,0,819,81,110,10,NA
"475",19,18,5743,5804.99,0,776,124,110,10,NA
"476",19,19,5760,5759.64,0,777,123,110,10,NA
"477",19,20,5781,5714.29,0,791,109,110,10,NA
"478",19,21,5770,6077.1,0,791,109,110,10,NA
"479",19,22,5803,6235.83,0,810,90,110,10,NA
"480",19,23,5930,6757.37,0,810,90,110,10,NA
"481",19,24,5810,6598.64,0,810,90,110,10,NA
"482",19,25,5970,6507.94,0,792,108,110,10,NA
"483",19,26,5930,5895.69,0,816,84,110,10,NA
"484",19,27,5887,6643.99,0,777,123,110,10,NA
"485",19,28,5945,6077.1,0,793,107,110,10,NA
"486",19,29,5883,5827.66,0,791,109,110,10,NA
"487",19,30,5815,5215.42,0,788,112,110,10,NA
"488",19,31,5852,5147.39,0,819,81,110,10,NA
"489",19,32,5848,5600.91,0,788,112,110,10,NA
"490",19,33,5880,5714.29,0,777,123,110,10,NA
"491",19,34,5929,5283.45,0,816,84,110,10,NA
"492",19,35,5884,5668.93,0,777,123,110,10,NA
"493",19,36,5889,6054.42,0,758,142,110,10,NA
"494",19,37,5915,5963.72,0,810,90,110,10,NA
"495",19,38,5818,6054.42,0,835,65,110,10,NA
"496",19,39,5762,5827.66,0,788,112,110,10,NA
