"","id","t","res","obs","culls","scares","tend_crops","cull_cost","scare_cost","yield"
"1393",56,125,1401,1746.03,462,0,33,35,55,NA
"1394",56,126,1010,1133.79,462,0,33,35,55,NA
"1395",56,127,604,884.354,462,0,33,35,55,NA
"1396",56,128,171,362.812,NA,NA,NA,35,55,NA
"1397",57,1,1121,1043.08,12,0,552,37,47,9509.88
"1398",57,2,1286,1201.81,0,576,24,105,10,9457.12
"1399",57,3,1475,1587.3,0,576,24,108,10,9379
"1400",57,4,1764,2063.49,588,0,11,10,48,9290.25
"1401",57,5,1433,1904.76,596,4,0,10,10,9290.25
"1402",57,6,1070,1088.44,595,5,0,10,10,NA
"1403",57,7,562,680.272,NA,NA,NA,NA,NA,NA
"1404",58,1,1079,975.057,0,49,1186,67,32,9512.75
"1405",58,2,1190,1088.44,0,103,1049,81,29,9475.75
"1406",58,3,1291,1541.95,0,341,565,97,23,9424.06
"1407",58,4,1328,1111.11,0,963,0,101,14,9372.12
"1408",58,5,1379,1337.87,858,63,0,15,10,9372.12
"1409",58,6,547,408.163,1,1347,0,30,10,NA
"1410",58,7,665,385.488,0,1350,0,45,10,NA
"1411",58,8,825,748.299,0,1350,0,45,10,NA
"1412",58,9,1049,770.975,0,1350,0,45,10,NA
"1413",58,10,1308,1088.44,NA,NA,NA,NA,NA,NA
"1414",59,1,1009,1020.41,470,0,457,19,30,9515.25
"1415",59,2,527,544.218,0,1275,75,110,10,9507.25
"1416",59,3,478,589.569,0,11,1322,88,25,9739.75
"1417",59,4,499,589.569,0,40,1256,95,22,9764.75
"1418",59,5,518,634.921,NA,NA,NA,NA,NA,9764.75
"1419",60,1,1030,1156.46,0,0,900,41,34,9512.25
"1420",60,2,1069,952.381,0,0,900,70,48,9494.75
"1421",60,3,1155,1133.79,0,0,900,83,29,9479.25
"1422",60,4,1260,1133.79,0,35,857,100,12,9439.25
"1423",60,5,1369,1564.63,726,0,174,10,10,9439.25
"1424",60,6,787,816.327,0,43,857,110,10,NA
"1425",60,7,870,1043.08,714,0,186,10,10,NA
"1426",60,8,188,113.379,0,30,870,110,10,NA
"1427",60,9,228,204.082,0,30,870,110,10,NA
"1428",60,10,240,226.757,0,30,870,110,10,NA
"1429",60,11,267,340.136,0,30,870,110,10,NA
"1430",60,12,308,317.46,0,30,870,110,10,NA
"1431",60,13,348,476.19,0,30,870,110,10,NA
"1432",60,14,378,453.515,0,30,870,110,10,NA
"1433",60,15,421,566.893,0,30,870,110,10,NA
"1434",60,16,487,634.921,0,30,870,110,10,NA
"1435",60,17,568,952.381,0,30,870,110,10,NA
"1436",60,18,640,702.948,0,30,870,110,10,NA
"1437",60,19,716,816.327,0,30,870,110,10,NA
"1438",60,20,811,839.002,0,30,870,110,10,NA
"1439",60,21,910,952.381,0,88,811,100,10,NA
"1440",60,22,1019,861.678,0,30,870,110,10,NA
"1441",60,23,1127,884.354,0,30,870,110,10,NA
"1442",60,24,1281,1156.46,0,30,870,110,10,NA
"1443",60,25,1455,1156.46,NA,NA,NA,NA,NA,NA
"1444",61,1,1000,952.381,0,0,900,55,33,9511.88
"1445",61,2,1086,1111.11,0,0,900,68,41,9513.25
"1446",61,3,1134,1201.81,0,0,900,82,31,9475.06
"1447",61,4,1218,1315.19,0,1,898,100,16,9446.38
"1448",61,5,1291,1224.49,0,12,888,110,10,9446.38
"1449",61,6,1608,1746.03,0,12,888,110,10,NA
"1450",61,7,1782,1587.3,0,12,888,110,10,NA
"1451",61,8,1885,1746.03,0,12,888,110,10,NA
"1452",61,9,2012,1700.68,0,12,888,110,10,NA
"1453",61,10,2262,2267.57,0,48,852,110,10,NA
"1454",61,11,2518,2539.68,0,71,829,110,10,NA
"1455",61,12,2819,3106.58,0,56,844,110,10,NA
"1456",61,13,3089,3129.25,0,10,890,110,10,NA
"1457",61,14,3432,3877.55,0,24,876,110,10,NA
"1458",61,15,3825,3764.17,0,12,888,110,10,NA
"1459",61,16,4201,4126.98,0,12,888,110,10,NA
"1460",61,17,4424,4557.82,0,18,882,110,10,NA
"1461",61,18,4490,4603.17,0,39,861,110,10,NA
"1462",61,19,4527,4444.44,0,24,876,110,10,NA
"1463",61,20,4569,5215.42,0,12,888,110,10,NA
"1464",61,21,4532,4331.07,0,12,888,110,10,NA
"1465",61,22,4605,4263.04,0,39,861,110,10,NA
"1466",61,23,4634,4195.01,0,53,847,110,10,NA
"1467",61,24,4647,4331.07,0,12,888,110,10,NA
"1468",61,25,4590,4852.61,0,34,866,110,10,NA
"1469",61,26,4582,4807.26,0,18,882,110,10,NA
"1470",61,27,4618,4535.15,0,48,851,110,10,NA
"1471",61,28,4707,5260.77,0,34,866,110,10,NA
"1472",61,29,4617,4512.47,0,0,900,40,40,NA
"1473",61,30,4605,4897.96,0,0,900,40,40,NA
"1474",61,31,4577,4784.58,0,0,900,40,40,NA
"1475",61,32,4573,4580.5,0,0,900,40,40,NA
"1476",61,33,4611,4353.74,0,0,898,30,40,NA
"1477",61,34,4565,4444.44,0,0,900,30,40,NA
"1478",61,35,4575,4331.07,0,0,900,20,40,NA
"1479",61,36,4586,4535.15,115,0,785,10,40,NA
"1480",61,37,4502,4036.28,0,0,900,20,40,NA
"1481",61,38,4589,5011.34,0,47,853,20,10,NA
"1482",61,39,4523,4784.58,0,0,898,20,20,NA
"1483",61,40,4549,4557.82,NA,NA,NA,NA,NA,NA
"1484",62,1,1120,1247.17,0,0,1200,58,46,9514.62
"1485",62,2,1298,1111.11,0,0,1199,87,31,9454.19
"1486",62,3,1563,1655.33,0,63,1114,99,13,9372.19
"1487",62,4,1911,2244.9,1097,0,103,10,62,9249.25
"1488",62,5,1022,952.381,0,152,1048,35,10,9249.25
"1489",62,6,1354,907.029,0,182,1018,35,10,NA
"1490",62,7,1684,1519.27,0,108,1092,35,10,NA
"1491",62,8,2159,1678.01,0,224,976,25,10,NA
"1492",62,9,2676,2018.14,0,260,940,25,10,NA
"1493",62,10,3401,3424.04,250,0,825,15,10,NA
"1494",62,11,3646,3696.15,258,2,811,15,10,NA
"1495",62,12,3774,4081.63,1172,0,28,10,10,NA
"1496",62,13,2797,2857.14,0,185,1015,20,10,NA
"1497",62,14,3579,3832.2,0,160,1040,20,10,NA
"1498",62,15,4077,4081.63,0,179,1021,20,10,NA
"1499",62,16,4297,4399.09,1186,0,14,10,10,NA
"1500",62,17,3139,2834.47,0,192,1008,20,10,NA
"1501",62,18,3911,3922.9,0,192,1008,20,10,NA
"1502",62,19,4175,4036.28,226,0,861,15,10,NA
"1503",62,20,4071,3922.9,248,0,828,15,10,NA
"1504",62,21,4115,4308.39,1197,0,3,10,10,NA
"1505",62,22,2975,2902.49,0,178,1022,20,10,NA
"1506",62,23,3841,4081.63,0,190,1010,20,10,NA
"1507",62,24,4197,4376.42,1191,0,9,10,10,NA
"1508",62,25,3061,3038.55,1183,2,15,10,10,NA
"1509",62,26,2362,2562.36,1166,3,31,10,10,NA
"1510",62,27,1536,1609.98,0,162,1038,20,10,NA
"1511",62,28,1962,1927.44,0,172,1028,20,10,NA
"1512",62,29,2613,2539.68,246,0,831,15,10,NA
"1513",62,30,2978,2743.76,244,1,833,15,10,NA
"1514",62,31,3467,3696.15,1185,3,11,10,10,NA
"1515",62,32,2619,2902.49,1198,0,2,10,10,NA
"1516",62,33,1822,2448.98,1188,6,6,10,10,NA
"1517",62,34,840,975.057,0,226,974,25,10,NA
"1518",62,35,1064,1065.76,0,183,1017,25,10,NA
"1519",62,36,1368,1133.79,0,181,1019,25,10,NA
"1520",62,37,1697,1746.03,0,212,988,25,10,NA
"1521",62,38,2167,1972.79,0,240,960,25,10,NA
"1522",62,39,2833,2562.36,242,2,835,15,10,NA
"1523",62,40,3274,3310.66,272,1,791,15,10,NA
"1524",62,41,3578,3560.09,1183,2,15,10,10,NA
"1525",62,42,2707,2789.12,1189,0,11,10,10,NA
"1526",62,43,1931,1859.41,1172,0,28,10,10,NA
"1527",62,44,928,839.002,0,185,1015,20,10,NA
"1528",62,45,1182,1133.79,0,185,1015,20,10,NA
"1529",62,46,1523,1179.14,0,179,1021,20,10,NA
"1530",62,47,1917,1700.68,0,190,1010,20,10,NA
"1531",62,48,2420,2471.66,294,2,757,15,10,NA
"1532",62,49,2728,2653.06,292,0,762,15,10,NA
"1533",62,50,3102,2834.47,270,0,795,15,10,NA
"1534",62,51,3505,3560.09,1155,4,41,10,10,NA
"1535",62,52,2692,2698.41,1188,6,6,10,10,NA
"1536",62,53,1916,1678.01,1172,0,28,10,10,NA
"1537",62,54,958,748.299,0,175,1025,30,10,NA
"1538",62,55,1186,952.381,0,164,1036,30,10,NA
"1539",62,56,1525,1315.19,0,188,1012,20,10,NA
"1540",62,57,1890,1632.65,0,188,1012,20,10,NA
"1541",62,58,2396,2199.55,0,263,937,20,10,NA
"1542",62,59,3031,2789.12,NA,NA,NA,NA,NA,NA
"1543",63,1,975,1065.76,6,315,12,50,32,9514
"1544",63,2,912,975.057,0,875,0,88,12,9523.25
"1545",63,3,924,634.921,0,455,0,92,23,9556.5
"1546",63,4,894,634.921,0,651,7,97,16,9546.44
"1547",63,5,891,657.596,0,1050,0,110,10,9546.44
"1548",63,6,1022,748.299,0,1050,0,110,10,NA
"1549",63,7,997,748.299,0,1050,0,110,10,NA
"1550",63,8,1040,975.057,0,1050,0,110,10,NA
"1551",63,9,1058,702.948,0,1050,0,110,10,NA
"1552",63,10,1084,997.732,0,1050,0,110,10,NA
"1553",63,11,1139,997.732,0,1050,0,110,10,NA
"1554",63,12,1158,975.057,0,1050,0,110,10,NA
"1555",63,13,1190,1179.14,0,1050,0,110,10,NA
"1556",63,14,1236,1088.44,0,1050,0,110,10,NA
"1557",63,15,1240,861.678,0,1050,0,110,10,NA
"1558",63,16,1315,884.354,0,1050,0,110,10,NA
"1559",63,17,1370,1269.84,0,1050,0,110,10,NA
"1560",63,18,1410,1247.17,0,1050,0,110,10,NA
"1561",63,19,1444,1405.9,0,1050,0,110,10,NA
"1562",63,20,1482,1043.08,0,1050,0,110,10,NA
"1563",63,21,1536,1201.81,0,1050,0,110,10,NA
"1564",63,22,1620,1292.52,0,1050,0,110,10,NA
"1565",63,23,1661,1746.03,0,1050,0,110,10,NA
"1566",63,24,1704,1587.3,0,1050,0,110,10,NA
"1567",63,25,1789,1541.95,0,1050,0,110,10,NA
"1568",63,26,1839,1814.06,0,1050,0,110,10,NA
"1569",63,27,1890,1700.68,0,1050,0,110,10,NA
"1570",63,28,1961,1972.79,0,1050,0,110,10,NA
"1571",63,29,2050,1904.76,0,1050,0,110,10,NA
"1572",63,30,2136,1632.65,0,1050,0,110,10,NA
"1573",63,31,2170,2108.84,0,1045,5,110,10,NA
"1574",63,32,2253,2154.2,0,1050,0,110,10,NA
"1575",63,33,2290,2675.74,0,1050,0,110,10,NA
"1576",63,34,2332,3083.9,0,1050,0,110,10,NA
"1577",63,35,2382,2993.2,0,1050,0,110,10,NA
"1578",63,36,2451,2335.6,0,1050,0,110,10,NA
"1579",63,37,2564,2675.74,0,1050,0,110,10,NA
"1580",63,38,2604,2811.79,0,1050,0,110,10,NA
"1581",63,39,2673,2766.44,0,1042,8,110,10,NA
"1582",63,40,2723,2675.74,0,1050,0,110,10,NA
"1583",63,41,2817,2653.06,0,1046,4,110,10,NA
"1584",63,42,2895,3083.9,0,1050,0,110,10,NA
"1585",63,43,2944,2743.76,0,1050,0,110,10,NA
"1586",63,44,3018,3446.71,0,1049,1,110,10,NA
"1587",63,45,2992,2902.49,0,1050,0,110,10,NA
"1588",63,46,2991,2834.47,0,1049,1,110,10,NA
"1589",63,47,2948,3537.42,0,1050,0,110,10,NA
"1590",63,48,2977,3356.01,0,1050,0,110,10,NA
"1591",63,49,3048,3151.93,0,1050,0,110,10,NA
"1592",63,50,2986,3356.01,0,1050,0,110,10,NA
"1593",63,51,2994,3129.25,0,1049,1,110,10,NA
"1594",63,52,3002,2902.49,0,1045,5,110,10,NA
"1595",63,53,2982,2857.14,0,1049,1,110,10,NA
"1596",63,54,3010,2879.82,0,1050,0,110,10,NA
"1597",63,55,2974,2766.44,0,1049,1,110,10,NA
"1598",63,56,3041,3197.28,0,1050,0,110,10,NA
"1599",63,57,2965,2902.49,0,1050,0,110,10,NA
"1600",63,58,2998,3174.6,0,1046,4,110,10,NA
"1601",63,59,3044,2993.2,0,1050,0,110,10,NA
"1602",63,60,3054,2698.41,0,1050,0,110,10,NA
"1603",63,61,3028,2925.17,0,1042,8,110,10,NA
"1604",63,62,3037,2766.44,0,1050,0,110,10,NA
"1605",63,63,3006,3015.87,0,1046,4,110,10,NA
"1606",63,64,3035,3151.93,0,1050,0,110,10,NA
"1607",63,65,3024,2630.39,0,1050,0,110,10,NA
"1608",63,66,2945,2766.44,0,1042,8,110,10,NA
"1609",63,67,3000,3265.31,0,1048,2,110,10,NA
"1610",63,68,3027,3537.42,0,1,1042,110,80,NA
"1611",63,69,3026,2585.03,259,0,14,40,80,NA
"1612",63,70,2763,3287.98,259,0,14,40,80,NA
"1613",63,71,2576,2698.41,259,0,14,40,80,NA
"1614",63,72,2389,2675.74,NA,NA,NA,NA,NA,NA
"1615",64,1,1092,793.651,0,0,1500,47,39,9513.25
"1616",64,2,1212,1133.79,0,0,1500,79,29,9468.62
"1617",64,3,1383,1179.14,0,6,1487,89,20,9413.94
"1618",64,4,1547,1519.27,0,2,1495,103,15,9332.25
"1619",64,5,1653,1700.68,NA,NA,NA,NA,NA,9332.25
"1620",65,1,1107,1065.76,0,0,900,43,43,9510.75
"1621",65,2,1204,1224.49,0,0,900,58,55,9460.5
"1622",65,3,1326,1473.92,0,0,900,81,28,9414.38
"1623",65,4,1540,1519.27,0,10,886,98,13,9357.38
"1624",65,5,1839,1904.76,751,0,149,10,10,9357.38
"1625",65,6,1354,1292.52,751,0,149,10,10,NA
"1626",65,7,695,589.569,751,0,149,10,10,NA
"1627",65,8,95,45.351,NA,NA,NA,10,10,NA
"1628",66,1,1129,929.705,0,0,1650,46,55,9510.38
"1629",66,2,1303,975.057,0,0,1650,60,59,9449.12
"1630",66,3,1498,1315.19,0,3,1641,86,23,9369
"1631",66,4,1765,1564.63,0,219,1431,103,10,9277.62
"1632",66,5,2177,2222.22,0,285,1365,60,10,9277.62
"1633",66,6,2761,3129.25,0,247,1403,60,10,NA
"1634",66,7,3008,2993.2,0,219,1431,60,10,NA
"1635",66,8,3124,3061.22,0,239,1411,60,10,NA
"1636",66,9,3199,3242.63,0,306,1344,60,10,NA
"1637",66,10,3249,2970.52,0,0,1650,55,65,NA
"1638",66,11,3247,3129.25,0,0,1650,55,65,NA
"1639",66,12,3272,2811.79,0,0,1650,55,65,NA
"1640",66,13,3254,3310.66,0,0,1650,55,65,NA
"1641",66,14,3274,3424.04,0,0,1650,55,65,NA
"1642",66,15,3220,2743.76,0,0,1650,55,65,NA
"1643",66,16,3288,3151.93,0,0,1650,55,65,NA
"1644",66,17,3284,2857.14,0,0,1650,55,65,NA
"1645",66,18,3319,2925.17,1,0,1644,55,65,NA
"1646",66,19,3233,3015.87,0,0,1650,55,65,NA
"1647",66,20,3261,3151.93,0,0,1650,55,65,NA
"1648",66,21,3279,3333.33,0,0,1650,55,65,NA
"1649",66,22,3246,2970.52,0,0,1647,55,65,NA
"1650",66,23,3309,2857.14,0,0,1648,55,65,NA
"1651",66,24,3298,2721.09,0,0,1649,55,65,NA
"1652",66,25,3250,3129.25,0,0,1650,55,65,NA
"1653",66,26,3301,3151.93,0,0,1650,55,65,NA
"1654",66,27,3368,2993.2,14,0,1611,25,65,NA
"1655",66,28,3306,3083.9,37,0,1553,25,65,NA
"1656",66,29,3234,3083.9,33,0,1563,25,65,NA
"1657",66,30,3300,3129.25,35,0,1558,25,65,NA
"1658",66,31,3236,2789.12,17,0,1607,25,65,NA
"1659",66,32,3261,3219.96,52,0,1512,25,65,NA
"1660",66,33,3297,2925.17,31,0,1568,25,65,NA
"1661",66,34,3250,2925.17,42,0,1543,25,65,NA
"1662",66,35,3291,3265.31,12,0,1617,25,65,NA
"1663",66,36,3315,3605.44,63,0,1485,25,65,NA
"1664",66,37,3196,2993.2,15,0,1608,25,65,NA
"1665",66,38,3224,3151.93,28,0,1576,25,65,NA
"1666",66,39,3258,2993.2,9,0,1625,25,65,NA
"1667",66,40,3272,3151.93,33,0,1563,25,65,NA
"1668",66,41,3173,3174.6,63,0,1485,25,65,NA
"1669",66,42,3130,2743.76,16,0,1606,25,65,NA
"1670",66,43,3198,2630.39,33,0,1563,25,65,NA
"1671",66,44,3262,2925.17,16,0,1606,25,65,NA
"1672",66,45,3278,3809.52,11,0,1619,25,65,NA
"1673",66,46,3245,2970.52,51,0,1518,25,65,NA
"1674",66,47,3203,2947.85,11,0,1619,25,65,NA
"1675",66,48,3198,3038.55,21,0,1596,25,65,NA
"1676",66,49,3183,2902.49,15,0,1608,25,65,NA
"1677",66,50,3242,2766.44,33,0,1564,25,65,NA
"1678",66,51,3199,2834.47,24,0,1588,25,65,NA
"1679",66,52,3245,3174.6,26,0,1582,25,65,NA
"1680",66,53,3309,3061.22,372,0,1092,15,65,NA
"1681",66,54,2901,3083.9,398,0,1053,15,65,NA
"1682",66,55,2690,2494.33,408,0,1038,15,65,NA
"1683",66,56,2637,2539.68,370,0,1095,15,65,NA
"1684",66,57,2590,2426.3,380,0,1080,15,65,NA
"1685",66,58,2534,2199.55,426,0,1011,15,65,NA
"1686",66,59,2501,2403.63,368,0,1098,15,65,NA
"1687",66,60,2528,2698.41,366,0,1101,15,65,NA
"1688",66,61,2486,2630.39,370,0,1095,15,65,NA
"1689",66,62,2511,2312.93,378,0,1083,15,65,NA
"1690",66,63,2506,2970.52,366,0,1101,15,65,NA
"1691",66,64,2559,2789.12,324,0,1164,15,65,NA
"1692",66,65,2625,2947.85,348,0,1128,15,65,NA
"1693",66,66,2592,2494.33,372,0,1092,15,65,NA
"1694",66,67,2515,2789.12,388,0,1068,15,65,NA
"1695",66,68,2569,2811.79,404,0,1044,15,65,NA
"1696",66,69,2476,2698.41,394,0,1059,15,65,NA
"1697",66,70,2538,2675.74,368,0,1098,15,65,NA
"1698",66,71,2530,2902.49,370,0,1095,15,65,NA
"1699",66,72,2482,2766.44,416,0,1026,15,65,NA
"1700",66,73,2486,2766.44,374,0,1089,15,65,NA
"1701",66,74,2439,2698.41,1531,0,119,10,110,NA
"1702",66,75,1081,861.678,NA,NA,NA,10,110,NA
"1703",67,1,1017,793.651,22,0,994,25,62,9515.75
"1704",67,2,1016,929.705,0,56,959,103,16,9505
"1705",67,3,1022,975.057,0,914,136,108,10,9504
"1706",67,4,1052,1179.14,0,929,121,109,10,9502.88
"1707",67,5,1122,1360.54,1039,11,0,10,10,9502.88
"1708",67,6,116,181.406,NA,NA,NA,10,10,NA
"1709",68,1,1030,975.057,0,0,898,44,35,9511.5
"1710",68,2,1122,1224.49,0,0,898,67,29,9499
"1711",68,3,1226,1269.84,0,8,876,81,25,9452.62
"1712",68,4,1412,1247.17,0,17,860,87,21,9404.75
"1713",68,5,1580,1428.57,NA,NA,NA,NA,NA,9404.75
"1714",69,1,1205,1179.14,0,0,600,58,50,9511
"1715",69,2,1415,1111.11,0,0,600,65,46,9413.25
"1716",69,3,1719,1814.06,0,0,600,76,37,9317
"1717",69,4,2117,2040.82,554,0,46,10,87,9177
"1718",69,5,1942,1746.03,0,0,600,40,10,9177
"1719",69,6,2616,2585.03,0,33,567,40,10,NA
"1720",69,7,3283,3242.63,0,20,580,40,10,NA
"1721",69,8,4126,4580.5,0,12,588,40,10,NA
"1722",69,9,5199,5464.85,0,6,594,40,10,NA
"1723",69,10,6626,6258.5,0,13,587,40,10,NA
"1724",69,11,7583,7460.32,0,53,547,40,10,NA
"1725",69,12,7972,8072.56,0,29,571,40,10,NA
"1726",69,13,8222,7959.18,0,18,582,40,10,NA
"1727",69,14,8180,8117.91,0,18,582,40,10,NA
"1728",69,15,8162,7256.24,0,31,569,40,10,NA
"1729",69,16,8329,7233.56,0,20,580,40,10,NA
"1730",69,17,8321,6848.07,0,53,547,40,10,NA
"1731",69,18,8355,7981.86,0,29,571,40,10,NA
"1732",69,19,8424,8503.4,0,20,580,40,10,NA
"1733",69,20,8348,8322,0,25,574,40,10,NA
"1734",69,21,8380,7687.08,0,25,574,40,10,NA
"1735",69,22,8385,8412.7,0,0,600,40,10,NA
"1736",69,23,8381,7823.13,0,0,600,40,10,NA
"1737",69,24,8358,8730.16,0,20,580,40,10,NA
"1738",69,25,8352,8322,0,10,590,40,10,NA
"1739",69,26,8330,8412.7,0,20,580,40,10,NA
"1740",69,27,8403,7619.05,0,24,576,40,10,NA
"1741",69,28,8467,8503.4,0,6,594,40,10,NA
"1742",69,29,8415,9092.97,0,20,580,40,10,NA
"1743",69,30,8443,8253.97,0,25,574,40,10,NA
"1744",69,31,8407,8299.32,0,20,580,40,10,NA
"1745",69,32,8428,7619.05,0,0,600,40,10,NA
"1746",69,33,8400,8140.59,0,25,574,40,10,NA
"1747",69,34,8390,8049.89,0,53,547,40,10,NA
"1748",69,35,8417,7709.75,0,29,571,40,10,NA
"1749",69,36,8488,8662.13,0,6,594,40,10,NA
"1750",69,37,8416,8095.24,0,10,590,40,10,NA
"1751",69,38,8328,7596.37,0,5,595,40,10,NA
"1752",69,39,8420,7437.64,0,0,600,40,10,NA
"1753",69,40,8382,8548.75,0,13,587,40,10,NA
"1754",69,41,8368,8117.91,0,23,577,40,10,NA
"1755",69,42,8330,8594.1,0,6,594,40,10,NA
"1756",69,43,8360,8390.02,0,0,600,40,10,NA
"1757",69,44,8405,7777.78,0,0,600,40,10,NA
"1758",69,45,8398,9047.62,0,0,600,55,65,NA
"1759",69,46,8270,8571.43,0,0,600,55,65,NA
"1760",69,47,8225,8458.05,0,0,598,55,65,NA
"1761",69,48,8264,8435.37,0,0,600,55,65,NA
"1762",69,49,8305,8752.83,0,0,600,55,65,NA
"1763",69,50,8405,8412.7,0,0,600,55,65,NA
"1764",69,51,8266,9229.03,0,0,600,55,65,NA
"1765",69,52,8238,8684.81,0,0,600,55,65,NA
"1766",69,53,8239,8934.24,0,0,598,55,65,NA
"1767",69,54,8298,8662.13,0,0,600,55,65,NA
"1768",69,55,8307,8163.27,0,0,600,55,65,NA
"1769",69,56,8399,7845.81,0,0,600,55,65,NA
"1770",69,57,8359,8185.94,0,0,600,55,65,NA
"1771",69,58,8431,7664.4,0,0,600,55,65,NA
"1772",69,59,8424,7913.83,0,0,600,55,65,NA
"1773",69,60,8414,7981.86,1,0,594,55,65,NA
"1774",69,61,8447,7573.7,0,0,600,55,65,NA
"1775",69,62,8474,8344.67,536,0,64,10,65,NA
"1776",69,63,7842,7800.45,526,0,74,10,65,NA
"1777",69,64,7559,7619.05,536,0,64,10,65,NA
"1778",69,65,7454,6712.02,560,0,40,10,65,NA
"1779",69,66,7378,7188.21,526,0,74,10,65,NA
"1780",69,67,7277,7278.91,560,0,40,10,65,NA
"1781",69,68,7268,7505.67,554,0,46,10,65,NA
"1782",69,69,7365,7528.35,555,0,45,10,65,NA
"1783",69,70,7334,8095.24,522,0,78,10,65,NA
"1784",69,71,7331,8049.89,526,0,74,10,65,NA
"1785",69,72,7344,7800.45,566,0,34,10,65,NA
"1786",69,73,7316,7142.86,560,0,40,10,15,NA
"1787",69,74,7306,7369.62,560,0,40,10,15,NA
"1788",69,75,7372,7369.62,532,0,68,10,15,NA
"1789",69,76,7438,7278.91,555,0,45,10,15,NA
"1790",69,77,7323,6712.02,518,0,82,10,15,NA
"1791",69,78,7390,8231.29,552,0,48,10,15,NA
"1792",69,79,7434,6848.07,532,0,68,10,15,NA
"1793",69,80,7293,7551.02,560,0,40,10,15,NA
"1794",69,81,7326,7029.48,561,0,39,10,15,NA
"1795",69,82,7409,7392.29,NA,NA,NA,NA,NA,NA
"1796",70,1,993,1111.11,36,0,1027,47,36,9512.12
"1797",70,2,1033,1043.08,0,1198,2,110,10,9516
"1798",70,3,1085,1269.84,0,664,0,86,18,9494.38
"1799",70,4,1137,1405.9,0,624,8,88,19,9472.62
"1800",70,5,1239,1315.19,NA,NA,NA,NA,NA,9472.62
"1801",71,1,1094,1133.79,230,0,118,34,48,9512.25
"1802",71,2,909,1156.46,0,888,12,110,10,9464.62
"1803",71,3,1025,997.732,0,899,1,110,10,9553.62
"1804",71,4,1169,1201.81,0,900,0,110,10,9500.12
"1805",71,5,1348,1247.17,NA,NA,NA,NA,NA,9500.12
"1806",72,1,1096,861.678,1,0,1647,29,44,9512.62
"1807",72,2,1241,975.057,0,0,1650,59,36,9466.25
"1808",72,3,1428,929.705,0,0,1650,68,39,9397.38
"1809",72,4,1697,1859.41,0,0,1650,80,29,9311.75
"1810",72,5,2083,2018.14,0,0,1648,80,40,9311.75
"1811",72,6,2735,2471.66,0,0,1650,80,40,NA
"1812",72,7,3280,2857.14,0,0,1650,80,40,NA
"1813",72,8,3498,3492.06,0,0,1650,80,40,NA
"1814",72,9,3585,3197.28,0,0,1650,80,40,NA
"1815",72,10,3650,3492.06,0,0,1650,80,40,NA
"1816",72,11,3664,3582.77,0,0,1650,80,40,NA
"1817",72,12,3691,3174.6,0,1,1645,80,40,NA
"1818",72,13,3817,3741.5,0,0,1650,80,40,NA
"1819",72,14,3738,3764.17,0,0,1650,80,40,NA
"1820",72,15,3750,3764.17,0,0,1650,80,40,NA
"1821",72,16,3745,3537.42,0,0,1650,80,40,NA
"1822",72,17,3729,3537.42,0,0,1650,80,40,NA
"1823",72,18,3768,4263.04,0,0,1650,80,40,NA
"1824",72,19,3750,4263.04,0,0,1650,80,40,NA
"1825",72,20,3728,4217.69,0,0,1650,80,40,NA
"1826",72,21,3788,4263.04,0,0,1650,80,40,NA
"1827",72,22,3766,3945.58,0,0,1650,80,40,NA
"1828",72,23,3809,4217.69,0,1,1646,80,40,NA
"1829",72,24,3771,3786.85,0,0,1650,80,40,NA
"1830",72,25,3788,3356.01,0,0,1650,80,40,NA
"1831",72,26,3742,3605.44,0,0,1650,80,40,NA
"1832",72,27,3731,3741.5,0,0,1647,80,40,NA
"1833",72,28,3772,4217.69,0,0,1650,80,40,NA
"1834",72,29,3769,3650.79,0,0,1650,80,40,NA
"1835",72,30,3793,3424.04,0,0,1650,80,40,NA
"1836",72,31,3734,3922.9,0,0,1650,80,40,NA
"1837",72,32,3788,4013.6,0,0,1650,80,40,NA
"1838",72,33,3745,3922.9,0,0,1650,80,40,NA
"1839",72,34,3765,3877.55,0,0,1650,80,40,NA
"1840",72,35,3703,3968.25,0,0,1650,80,40,NA
"1841",72,36,3737,3424.04,0,0,1650,80,40,NA
"1842",72,37,3725,3786.85,0,0,1650,80,40,NA
"1843",72,38,3664,3990.93,0,0,1648,80,40,NA
"1844",72,39,3707,4376.42,0,0,1650,80,40,NA
"1845",72,40,3671,4126.98,0,0,1650,80,40,NA
"1846",72,41,3739,3718.82,0,0,1650,80,40,NA
"1847",72,42,3731,4013.6,0,0,1650,80,40,NA
"1848",72,43,3735,3673.47,0,0,1650,80,40,NA
"1849",72,44,3772,3514.74,0,0,1650,80,40,NA
"1850",72,45,3751,4421.77,0,0,1647,80,40,NA
"1851",72,46,3783,3718.82,0,0,1650,80,40,NA
"1852",72,47,3750,3718.82,0,0,1650,80,40,NA
"1853",72,48,3718,3605.44,0,0,1650,80,40,NA
"1854",72,49,3781,3990.93,0,0,1650,80,40,NA
"1855",72,50,3747,3809.52,0,0,1650,80,40,NA
"1856",72,51,3769,3696.15,0,0,1650,80,40,NA
"1857",72,52,3759,4308.39,0,0,1650,80,40,NA
"1858",72,53,3800,3832.2,0,0,1650,80,40,NA
"1859",72,54,3760,4104.31,0,0,1650,80,40,NA
"1860",72,55,3731,4126.98,0,0,1650,80,40,NA
"1861",72,56,3707,3786.85,0,0,1650,80,40,NA
