"","id","K","land_ownership","stakeholders","manager_budget","manage_target","observe_type","res_move_obs","res_death_k","lambda","res_death_type","remove_pr","user_budget","culling","scaring","tend_crops","land_dim_1","land_dim_2","resource_ini","tend_crop_yld","max_years","public_land","ownership_var","usr_budget_rng","score_display"
"213",213,5,1,8,1000,2000,0,1,5000,0.3,3,0.173404,1500,NA,1,1,100,100,1000,0.3,20,0,0,0,"split"
"214",214,5,1,10,1000,2000,0,1,5000,0.3,3,0.167483,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"215",215,5,1,10,1000,2000,0,1,5000,0.3,3,0.191186,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"216",216,5,1,9,1000,2000,0,1,5000,0.3,3,0.173304,1500,NA,1,1,100,100,1000,0.3,20,0,0,0,"split"
"217",217,5,1,9,1000,2000,0,1,5000,0.3,3,0.176524,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"218",218,5,1,4,1000,2000,0,1,5000,0.3,3,0.162927,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"219",219,5,1,11,1000,2000,0,1,5000,0.3,3,0.161272,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"220",220,5,1,12,1000,2000,0,1,5000,0.3,3,0.066268,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"221",221,5,1,12,1000,2000,0,1,5000,0.3,3,0.133583,1500,NA,1,1,100,100,1000,0.3,20,0,0.5,0,"split"
"222",222,5,1,7,1000,2000,0,1,5000,0.3,3,0.08673,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"223",223,5,1,5,1000,2000,0,1,5000,0.3,3,0.104637,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"224",224,5,1,9,1000,2000,0,1,5000,0.3,3,0.097416,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"225",225,5,1,9,1000,2000,0,1,5000,0.3,3,0.092885,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"226",226,5,1,6,1000,2000,0,1,5000,0.3,3,0.089782,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"227",227,5,1,4,1000,2000,0,1,5000,0.3,3,0.168654,1500,NA,1,1,100,100,1000,0.3,20,0,0,0,"split"
"228",228,5,1,5,1000,2000,0,1,5000,0.3,3,0.163837,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"229",229,5,1,6,1000,2000,0,1,5000,0.3,3,0.075903,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"230",230,5,1,6,1000,2000,0,1,5000,0.3,3,0.094024,1500,NA,1,1,100,100,1000,0.3,20,0,0.5,0,"split"
"231",231,5,1,5,1000,2000,0,1,5000,0.3,3,0.13082,1500,NA,1,1,100,100,1000,0.3,20,0,0.5,0,"split"
"232",232,5,1,11,1000,2000,0,1,5000,0.3,3,0.136294,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"233",233,5,1,6,1000,2000,0,1,5000,0.3,3,0.115865,1500,NA,1,1,100,100,1000,0.3,20,0,0.5,0,"split"
"234",234,5,1,4,1000,2000,0,1,5000,0.3,3,0.084191,1500,NA,1,1,100,100,1000,0.3,20,0,0,0,"split"
"235",235,5,1,6,1000,2000,0,1,5000,0.3,3,0.171995,1500,NA,1,1,100,100,1000,0.3,20,0,0.5,0,"split"
"236",236,5,1,5,1000,2000,0,1,5000,0.3,3,0.181428,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"237",237,5,1,11,1000,2000,0,1,5000,0.3,3,0.159104,1500,NA,1,1,100,100,1000,0.3,20,0,0,0,"split"
"238",238,5,1,6,1000,2000,0,1,5000,0.3,3,0.053857,1500,NA,1,1,100,100,1000,0.3,20,0,0.5,0,"split"
"239",239,5,1,9,1000,2000,0,1,5000,0.3,3,0.137116,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"240",240,5,1,11,1000,2000,0,1,5000,0.3,3,0.104909,1500,NA,1,1,100,100,1000,0.3,20,0,0,0,"split"
"241",241,5,1,10,1000,2000,0,1,5000,0.3,3,0.105715,1500,NA,1,1,100,100,1000,0.3,20,0,0,0,"split"
"242",242,5,1,4,1000,2000,0,1,5000,0.3,3,0.107179,1500,NA,1,1,100,100,1000,0.3,20,0,0.5,0,"split"
"243",243,5,1,9,1000,2000,0,1,5000,0.3,3,0.1699,1500,NA,1,1,100,100,1000,0.3,20,0,0.5,0,"split"
"244",244,5,1,9,1000,2000,0,1,5000,0.3,3,0.14457,1500,NA,1,1,100,100,1000,0.3,20,0,0.5,0,"split"
"245",245,5,1,9,1000,2000,0,1,5000,0.3,3,0.120736,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"246",246,5,1,10,1000,2000,0,1,5000,0.3,3,0.126465,1500,NA,1,1,100,100,1000,0.3,20,0,0,0,"split"
"247",247,5,1,9,1000,2000,0,1,5000,0.3,3,0.063666,1500,NA,1,1,100,100,1000,0.3,20,0,0.5,0,"split"
"248",248,5,1,4,1000,2000,0,1,5000,0.3,3,0.103016,1500,NA,1,1,100,100,1000,0.3,20,0,0.5,0,"split"
"249",249,5,1,7,1000,2000,0,1,5000,0.3,3,0.128471,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"250",250,5,1,10,1000,2000,0,1,5000,0.3,3,0.171245,1500,NA,1,1,100,100,1000,0.3,20,0,0.5,0,"split"
"251",251,5,1,10,1000,2000,0,1,5000,0.3,3,0.113198,1500,NA,1,1,100,100,1000,0.3,20,0,0,0,"split"
"252",252,5,1,6,1000,2000,0,1,5000,0.3,3,0.194461,1500,NA,1,1,100,100,1000,0.3,20,0,0.25,0,"split"
"253",253,5,1,8,1000,2000,0,1,5000,0.3,3,0.1713,1500,NA,1,1,100,100,1000,0.3,20,0,0,0,"split"
"254",254,5,1,7,1000,2000,0,1,5000,0.3,3,0.055848,1500,NA,1,1,100,100,1000,0.3,20,0,0.5,0,"split"
"255",255,5,1,12,1000,2000,0,1,5000,0.3,3,0.195393,1500,NA,1,1,100,100,1000,0.3,20,0,0,0,"split"
